"Site","Pollinator","filn","Species","Family","Overview","Date","Group","Stems","Av_filling_rate","nPoll","nRais","nGarb","mH","P_ADOX.Viburnum","P_APIA.Apiaceae","P_ASTE.Arnica.montana","P_ASTE.Cirsium.group","P_ASTE.Crepis.group","P_ASTE.Matricaria.group","P_ASTE.Senecio.group","P_BORA.Echium.vulgare","P_BRAS.Brassicaceae","P_CAPR.Lonicera.periclymenum.group","P_CAPR.Succisa.pratensis","P_CARY.Caryophyllaceae","P_ERIC.Ericaceae","P_FABA.Astragalus.group","P_FABA.Lathyrus.group","P_FABA.Trifolium.pratense.group","P_FABA.Trifolium.repens.group","P_FABA.Vicia.group","P_GERA.Geranium.group","P_LAMI.Prunella.group","P_MALV.Tilia","P_ONAG.Epilobium.group","P_OROB.Rhinanthus","P_PLAN.Digitalis","P_PLAN.Veronica","P_POAC.Poaceae","P_POLY.Rumex","P_RANU.Ranunculus.group","P_ROSA.Filipendula","P_ROSA.Geum","P_ROSA.Potentilla.group","P_ROSA.Rosa","P_ROSA.Sorbus.group","P_ROSA.Spiraea","P_RUBI.Galium","P_Not.Arnica","Nr_Arnica","Nr_Not.Arnica","Association"
1,16,"S01_P16 1018704","Lasioglossum sp","Halictidae","Bee","19/06/2024","area",150,0.5713053049,1051,228,2634,0.201985791,1.64227471904597e-09,1.74302776929419e-05,3.04274211749622e-05,6.59932479125836e-09,0.00476191257202214,0.00405441760046562,0.00455217293225941,3.48605553858839e-10,0.00035701641849356,3.72786285918411e-08,0.000199365098178664,0.00100135736309348,1.30978965322685e-07,5.36006227320526e-07,1.98483508988992e-06,4.80592049684006e-06,0.00344745502997729,0.000194849346466539,7.11316534752428e-05,7.79828608921217e-07,3.77823938430822e-07,0.00430554760080082,8.76551537159507e-06,0.00825436794436229,0.00635597997911585,5.7429238641485e-08,0.00622757122410499,0.833731055550837,0.00295724207152508,0.000609395756651832,0.0481657835600141,0.00342117460435054,0.0372797771766139,6.12578545509173e-10,0.0299870839989744,0.999969572578825,0,1051,"Area"
1,17,"S01_P17 1018711","Dasytes niger","Melyridae","Beetle","19/06/2024","flower",150,0.5713053049,639,9,496,0.024736596,5.50999631126519e-10,0.00156557695190525,0.93623784122406,5.06999660582841e-07,0.0019307837074131,0.00443950602791808,0.000622545583229201,1.12999924350811e-11,0.000146560901883001,7.00999530707241e-07,0.00476476781016758,3.87999740248801e-06,0.000174727883026269,1.55999895563951e-07,1.11999925020272e-08,1.15999922342425e-05,0.000363130756897648,1.79999879496866e-05,4.01999730876335e-08,9.4999936401124e-09,0.0118598630602688,0.000269967819266722,1.16999921672963e-05,1.05999929037044e-15,0.00404776329017507,0.00156390495302459,0.000360010758986369,0.0025901292660061,0.00576528814035693,0.00835102740930197,0.0110455836053982,1.08999927028658e-05,0.00227849347463452,0.00156490495235513,1.16999921672963e-07,0.0637621587759395,598,41,"Arnica"
1,18,"S01_P18 1018634","Stenurella melanura","Cerambycidae","Beetle","19/06/2024","flower",150,0.5713053049,135,16,431,0.105663948,7.75999657675239e-07,0.0236137905830042,0.60919335426023,0.219888470998323,0.0231802197742697,0.000433837808616637,0.00684017198252414,3.96999824867358e-07,2.02999910448548e-05,1.16999948386602e-09,0.000479145788629459,0.00766734261762579,0.011959599724138,0.000122141946118259,5.09999775018521e-09,5.37999762666596e-09,0.011775501805351,0.0152176202868937,1.09999951474583e-08,5.88999740168448e-09,0.00672761703217667,3.8799982883762e-08,3.8799982883762e-08,3.49999845600946e-13,1.55999931182136e-06,1.269999439752e-07,9.59999576505451e-06,0.000288936872538287,0.0147680544852153,0.0329476634654562,0.00822567537132269,9.26999591063076e-05,4.95999781194483e-05,0.00649320913558345,2.47999890597241e-06,0.39080664573977,82,53,"Arnica"
1,19,"S01_P19 1018668","Stenurella melanura","Cerambycidae","Beetle","19/06/2024","flower",150,0.5713053049,16,8,434,0.10283488,1.23000364636709e-07,0.117036636957135,0.48153122950766,5.27001562305249e-05,0.0625178803353378,2.35000696663631e-08,0.0184898928136071,0.0580122099782001,0.00113727537147251,3.56001055371287e-11,1.80000533614696e-07,5.44001612702192e-08,1.77000524721118e-07,2.06000610692374e-11,1.16000343885026e-08,4.19001242136431e-06,1.47000435785335e-08,0.0672682954180255,0.0614544671828311,5.72001695708923e-06,6.68001980303427e-08,1.77000524721118e-09,2.39000708521735e-08,3.05000904180457e-11,1.34000397246496e-05,1.51000447643439e-09,7.38002187820253e-08,5.69001686815344e-07,0.000235995699613334,1.93000572153535e-09,0.0650688398977016,4.86001440759679e-10,0.0621260871738602,0.00449202231667787,0.00055183363592036,0.51846877049234,8,8,"Arnica"
1,20,"S01_P20 1018911","Stenurella melanura","Cerambycidae","Beetle","19/06/2024","flower",150,0.5713053049,25,2,1630,0.155503005,1.23001950001574e-05,0.39672190039891,0.0407133334455747,0.0392226238127288,0.0400624741272286,0.00292592738595574,0.000268999264558321,1.13001791464861e-09,9.98015821963992e-05,4.76007546347555e-08,2.01003186587938e-06,1.15001823172204e-05,6.13009718300528e-05,4.25006737810317e-05,0.0556925719177335,9.53015108548782e-06,1.0500166463549e-05,0.000724419484526344,5.06008021957695e-07,0.000332687274231087,8.90014109767488e-06,0.0595738164487332,0.00328286804468592,0.0394264040433424,0.0400731102958482,0.00033016023416886,3.59005691468009e-05,0.120460467710388,0.0216931099099825,0.0396927332655714,2.84004502442659e-07,4.47007086591087e-07,0.0440789968028495,4.85007689030597e-09,0.054427860867738,0.959286666554425,1,24,"Arnica"
1,21,"S01_P21 1018690","Stenurella melanura","Cerambycidae","Beetle","19/06/2024","flower",150,0.5713053049,386,3,678,0.035382185,3.04000599406774e-10,0.0185721766192977,0.845012543135669,0.019108761677298,0.0984777661714595,0.00263838920218829,3.00000591519842e-05,5.88001159378891e-05,1.88000370685768e-09,5.2000102530106e-08,0.00101179299498151,2.45000483074538e-08,7.22001423591087e-08,0.00362226614212691,0.00500486586823877,1.67000329279379e-05,0.000148015291846032,0.000146007287886792,7.69001516262529e-08,9.5800188892003e-07,1.5300030167512e-05,3.41000672360887e-07,0.00254844902485064,1.28000252381799e-09,4.54000895166695e-06,7.08001395986828e-12,1.72000339138043e-08,2.06000406176958e-05,8.50001675972886e-08,0.00271376335080568,1.98000390403096e-07,0.00080779459275196,3.71000731512872e-05,1.83000360827104e-06,7.10001399930294e-07,0.154987456864331,326,60,"Arnica"
1,22,"S01_P22 1018692","Dasytes niger","Melyridae","Beetle","19/06/2024","flower",150,0.5713053049,272,49,388,0.047755893,8.74097425171966e-10,0.00345554114778887,0.918110657799914,0.0288358969921047,0.0252770363285268,1.71019061446689e-05,0.000524986513959577,7.02078252254829e-13,3.97044253768044e-06,6.83076134316308e-10,0.0055729561506815,0.000228007413255784,0.0121701144569116,1.23013710865162e-09,3.13034890250372e-10,1.0501170439709e-09,2.60028982316603e-05,0.00395927329277847,2.950328837823e-07,2.26025192321355e-07,4.96055289342443e-07,1.5701750086041e-07,2.19024412028216e-08,1.71019061446689e-11,1.08012038808435e-06,1.63018169683101e-08,0.0011147942527648,0.000337965668985712,7.8008694694981e-07,0.000344290373924828,9.80109241039504e-09,1.10012261749332e-06,1.72019172917138e-05,9.08101215167214e-10,1.49016609096823e-08,0.0818893422000865,250,22,"Arnica"
1,23,"S01_P23 1018896","Eupeodes corollae","Syrphidae","Fly","19/06/2024","area",150,0.5713053049,70,18,597,0.250813991,1.65000035398442e-08,0.270078507941554,0.00194484741723972,0.0677668295384223,0.359391379102377,0.0069991765015751,0.0982648940813542,4.74000101690071e-08,0.0144706311044708,5.63000120783776e-08,0.00115073124687324,1.47000031536794e-07,0.0204472863866784,1.2300002638793e-05,1.98000042478131e-07,0.0128033117467709,0.0345548244132527,0.00765761564283398,3.50000075087605e-07,3.13000067149772e-05,0.000104209022356583,2.35000050415963e-05,0.000898664192795792,3.22000069080596e-14,0.0335221731917119,4.66000099973782e-07,0.000520261111614721,1.41000030249578e-06,0.00117383225182924,0.0477197082375938,9.73000208743541e-06,1.41000030249578e-05,0.006464249386814,2.64000056637508e-10,0.0139732459977639,0.99805515258276,0,70,"Area"
1,24,"S01_P24 1018893","Eupeodes corollae","Syrphidae","Fly","19/06/2024","area",150,0.5713053049,61,25,699,0.610369861,0.00320542405589324,0.235016373008043,0.0157386047343841,0.00978330848325545,0.183187905090369,0.0262579616082295,0.0252470666983818,0.00123313432971667,0.00785179683411945,1.16000219155073e-08,0.0345568972871124,8.09001528417706e-05,0.0137308929412858,0.0229924944388989,0.0157617127780413,1.21000228601412e-06,0.0388382623757426,0.0481847650337564,0.00596244226462931,2.81000530884271e-08,0.00455197659988688,0.000641493211950224,0.000398496752865689,3.57000674468629e-11,0.00360583681237876,2.26000426974538e-06,0.00686137896295832,0.0159427231200176,0.0617337646313976,0.0681251827064756,0.0259090299490053,2.46000464759896e-06,0.0910278269756238,0.00187155953587062,0.0316948188798898,0.984261395265615,1,60,"Area"
1,25,"S01_P25 1018901","Lasioglossum sp","Halictidae","Bee","19/06/2024","area",150,0.5713053049,65,1,1349,0.025040625,5.76000415135422e-11,0.0310579443841034,0.0309165842822223,7.89000568649042e-06,0.862048830296436,0.0146250925406069,0.00026964019433527,2.40000172973093e-12,2.74000197477614e-08,1.33000095855922e-09,0.000125974090792135,3.62000260901081e-10,9.45000681081552e-09,4.45000320720943e-07,2.42000174414535e-10,5.1700037261287e-07,2.69000193874008e-07,4.62000332973203e-06,1.35000097297365e-07,4.8400034882907e-09,4.06000292612815e-09,0.0301164697055631,2.17000156396505e-08,4.07000293333536e-10,2.78000200360499e-08,0.0130989624406934,0.0153302870488552,5.11000368288543e-07,1.80000129729819e-08,2.10000151351456e-06,9.61000692613092e-09,9.12000657297752e-06,4.56000328648876e-05,1.83000131891983e-11,0.00233888268568117,0.969083415717777,2,63,"Area"
1,27,"S01_P27 1019362","Eupeodes corollae","Syrphidae","Fly","19/06/2024","area",150,0.5713053049,2,2,143,0.04959622,3.40000011195923e-14,5.35000017617115e-11,6.74000022194272e-08,1.4800000487352e-08,0.500008361464868,1.62000005334528e-11,1.1100000365514e-06,6.85000022556493e-18,1.42000004675945e-12,2.01000006618767e-07,1.94000006388262e-06,1.81000005960183e-07,0.00570267018778428,6.48000021338113e-14,2.24000007376138e-05,1.69000005565033e-08,1.74000005729678e-14,0.000592465019509391,3.55000011689861e-09,3.50000011525215e-10,0.00109740903613679,0.000718449023657941,7.40000024367598e-07,1.24000004083219e-18,1.73000005696749e-05,0.491836117195763,5.52000018176911e-07,9.61000031644949e-10,2.14000007046846e-11,7.39000024334669e-14,1.50000004939378e-16,1.34000004412511e-16,1.69000005565033e-11,9.74000032073028e-18,2.04000006717554e-13,0.999999932599998,0,2,"Area"
1,28,"S01_P28 1018696","Lasioglossum sp","Halictidae","Bee","19/06/2024","area",150,0.5713053049,7175,365,2593,0.047273446,9.23820095014931e-06,0.00179554398231882,0.000269506901771082,0.000237162128705859,0.920456017221354,0.000254808300128612,4.77005147099213e-05,7.20539420512735e-07,0.00663694495738127,6.50095622417914e-08,8.99667935668135e-05,9.12750355314316e-05,0.0139640388744372,6.1990542323442e-07,3.05927351726077e-11,1.62020735618087e-09,4.03542329086043e-07,2.58629373005269e-06,2.28439173821775e-06,3.00895651862162e-06,0.000270008059077528,1.18748116788412e-07,0.000318407980068534,5.31347505629503e-08,1.65039755536436e-05,0.000118945359423077,0.00014860723012086,0.0100110378463676,0.0064501763091525,0.0364346896656098,0.00127686428426671,0.000950396527356161,3.03914671780511e-06,7.06450660893771e-08,0.00013918788797561,0.999730493098229,2,7173,"Area"
2,29,"S01_P29 1018650","Lasioglossum sp","Halictidae","Bee","19/06/2024","area",65,0.34199783485,30,12,2979,0.248345643,0.000622410077316221,0.000134900233495914,4.86000841208407e-08,0.0216219704250037,0.333078513518438,0.000132961230139735,0.000268479464705333,4.00000692352598e-07,0.0426254417794607,1.18000204244017e-10,0.0619611132471588,0.000207256358735575,0.0641570750481018,0.00475773023505297,0.0278640292292491,2.10000363485114e-08,0.100585135100648,0.0441316873865889,1.37000237130765e-07,2.96000512340923e-05,0.00315171545523652,9.50001644337421e-06,5.58000965831875e-06,3.50000605808524e-12,0.143574650510276,2.29000396371863e-07,6.20001073146528e-06,3.82000661196731e-06,5.24000906981904e-08,0.0683454712977069,0.0594605119189217,6.09001054106831e-07,0.0232626712648575,3.47000600615879e-08,4.43000766780503e-08,0.999999951399916,0,30,"Area"
2,1,"S02_P01 1019248","Merodon equestris","Syrphidae","Fly","04/06/2024","flower",65,0.34199783485,678,13,357,0.056183558,1.14999984102402e-08,0.312098727855472,0.509474743570211,0.000301009958388383,0.085667404157338,0.000132596981669793,4.62999935994889e-05,0.000860816881000674,3.74999948160007e-07,0.000404689944055662,0.000964864866617081,0.00194078273170619,0.00311815156894673,8.61999880837136e-05,1.98999972490244e-07,9.19999872819217e-05,0.000770124893537935,0.00649968710148325,2.04999971660804e-07,6.63999908208653e-05,0.000861750880871558,2.57999964334085e-05,0.000146527979743972,7.39999897702414e-10,2.82999960878085e-06,0.00147310879635744,5.2899992687105e-07,0.0278620291483531,0.00257002464471979,0.000277369961656376,9.16999873233938e-05,0.0425489891180277,0.00021052597089689,7.75999892725775e-06,0.00139576280704975,0.490525256429789,345,333,"Arnica"
2,2,"S02_P02 1019249","Eristalis sp","Syrphidae","Fly","04/06/2024","flower",65,0.34199783485,1365,28,1497,0.137541816,0.00905273868663322,0.0543644259356105,0.792027848815386,0.00132283517749798,0.00260983461225473,0.0202226823562858,0.0368988130669126,3.11232259837646e-06,0.00020581258947251,3.05227778940457e-06,1.07079909333209e-06,2.04152350504437e-06,0.000592752346702367,6.79507088198591e-05,0.000560458246943651,9.05675868659389e-06,9.17684830453767e-08,0.00360221618581635,1.79133680099481e-09,1.79133680099481e-05,1.57117250143121e-08,3.02225538491862e-06,4.93368180385722e-09,0.00015312427034649,9.12681096372776e-06,0.000331520400042433,0.000123712321418424,0.0142031612351958,0.0230846100952749,0.000872982470921009,0.000443719129340496,0.0113347786792422,0.0018418174726443,0.000865754076667609,0.0251679407993128,0.207972151184614,1081,284,"Arnica"
2,3,"S02_P03 1019250","Eristalis sp","Syrphidae","Fly","04/06/2024","flower",65,0.34199783485,4913,161,1054,0.043354549,3.61455955443616e-09,0.686829131581864,0.207335796921884,1.3517050965343e-06,0.0268017197942789,0.0229525342729754,0.0299112753158086,0.000257121343462754,1.26159142343201e-06,4.58578469787191e-09,7.30922015162991e-08,3.39428168685279e-06,6.08767924957669e-08,4.6959236316636e-08,2.78351123582618e-08,1.09137670757214e-07,4.09516581098169e-11,0.000493246201092676,3.23407960133762e-05,3.14396592823533e-09,8.35053370747855e-10,5.04636569372805e-10,2.99377647306485e-10,4.21531737511807e-08,1.86234924411392e-10,1.9825008082503e-09,0.0004108072091496,0.0217052018364173,0.000756650470096728,2.15271552411018e-05,0.00106406625704394,1.76222294066694e-05,1.70214715859875e-06,4.76601204407649e-05,0.00135521352220708,0.792664203078117,1019,3894,"Arnica"
2,6,"S02_P06 1019253","Bombus terrestris","Apidae","Bee","04/06/2024","area",65,0.34199783485,2445,116,1294,0.15898937,0.000581348194524294,0.269880293753448,0.001278931723179,0.0846739754213315,2.81136761005229e-06,3.74510703288555e-05,1.84718016256144e-05,0.000369772990651831,0.00459348947832782,1.61374530685312e-07,5.91706612512811e-06,1.72538806393101e-05,0.00220923356402841,0.0430002715395436,0.000361631188858387,0.00274983113728512,8.65738834431266e-06,0.00316537867327304,2.5271860465813e-06,2.31404987397806e-05,0.000407998455741145,3.55226954338738e-06,0.00163877256818752,0.0193616806689283,1.16717427854157e-05,0.00431750249322635,0.00143613893422284,0.436928670727989,0.00642213694321433,0.000780229616917,0.0179508217146445,0.0711899509842827,0.0127902946133815,0.00140259637532587,0.0123774325931684,0.998721068276821,3,2442,"Area"
2,7,"S02_P07 1019254","Eristalis sp","Syrphidae","Fly","04/06/2024","flower",65,0.34199783485,1309,7,1556,0.260588616,6.7648073532591e-08,0.033525111689867,0.596498944406221,9.85068529895085e-06,0.0523995383655332,0.0377224354216356,0.210109242196461,9.9210473368005e-09,0.00101696766234021,1.85956814316929e-08,3.3070157789335e-06,5.61891130827911e-05,3.27686061985508e-05,3.39748125616876e-06,1.36703387822175e-10,1.06548228743754e-08,1.90982674163333e-08,0.000656727095785606,1.33687871914333e-08,1.17605120405842e-09,1.68868890839157e-07,2.31189552934561e-07,3.82970520295946e-09,3.19644686231262e-08,9.7803232611012e-07,4.95549780855385e-05,0.00172744833952704,0.0498727672243144,0.00584233289223507,0.000713096134650898,4.44286010422069e-05,0.00166734006093602,2.03044737794701e-07,8.69473753427804e-10,0.00804679363116001,0.403501055593779,781,528,"Arnica"
2,9,"S02_P09 1019257","Phyllopertha horticola","Scarabaeidae","Beetle","04/06/2024","area",65,0.34199783485,37,4,728,0.064638957,1.31744365179529e-12,0.148037910672492,4.71117849881994e-09,4.66902030196249e-10,0.486458419874544,1.90765840779957e-08,7.51469858984031e-08,4.13150329203002e-06,0.0270209737655761,1.53877418529689e-09,4.1631219396731e-07,4.98520677839336e-06,5.81783116632798e-06,0.00359591501960377,0.120084562009397,9.01131457827975e-05,3.84693546324223e-07,0.0536240681062167,3.48859078995392e-07,1.02022836395027e-11,0.00110677176441416,2.88783648473527e-07,4.20528013653055e-07,4.26851743181673e-14,4.09988464438693e-05,0.0270787610599635,6.78746969404931e-05,8.38948117463238e-07,5.84944981397107e-06,0.0517164181300565,3.49913033916828e-05,4.13150329203002e-08,3.47805124073955e-06,0.0269957094121543,0.0540194097591121,0.999999995288821,0,37,"Area"
